X,Y,TOWER_ASSE,ACTION_DTT,STATUS,LINE_SERIE,TOWER_CONS,YEAR_OF_IN,TOWER_HEIG,GDO_GID
1.390147267,52.15013718,4ZW050,2020/10/06,C,L6,D,1966,21.52,10023860
1.385443177,52.14782088,4ZW051,2020/04/02,C,L6,D30,1966,22.08,10038928
1.380835762,52.14600802,4ZW052,2017/05/25,C,L6,D,1966,8.02,10023859
1.376560844,52.14438564,4ZW053,2017/05/25,C,L6,D,1966,8.92,10037446
1.372479938,52.14281152,4ZW054,2017/05/25,C,L6,D,1966,26.24,10023858
1.368334866,52.14115814,4ZW055,2017/05/25,C,L6,D,1966,28.16,10023857
1.364706345,52.13975971,4ZW056,2017/05/25,C,L6,D30,1966,26.14,10019452
1.358821712,52.13926197,4ZW057,2017/05/25,C,L6,D,1966,29.2,10023856
1.353017079,52.13875183,4ZW058,2020/04/02,C,L6,D,1966,26.43,10023855
1.347255661,52.13824186,4ZW059,2017/05/25,C,L6,D,1966,27.8,10020836
1.34129913,52.13775429,4ZW060,2017/05/25,C,L6,D,1966,15.2,10035792
1.335678867,52.1372659,4ZW061,2017/05/25,C,L6,D30,1966,21.6,10023854
1.32986322,52.1368997,4ZW062,2017/05/25,C,L6,D,1966,31.52,10038927
1.325162211,52.13658271,4ZW063,2017/05/25,C,L6,D,1966,36.39,10023853
1.319021814,52.13617116,4ZW064,2017/05/25,C,L6,D,1966,27.19,10023852
1.313996048,52.13580891,4ZW065,2017/05/25,C,L6,D,1966,39.02,10023851
1.308723061,52.13546238,4ZW066,2017/05/25,C,L6,D,1966,42.42,10023850
1.303698106,52.13510866,4ZW067,2017/05/25,C,L6,D,1966,40.07,10023849
1.299130691,52.13481387,4ZW068,2017/05/25,C,L6,D,1966,41,10037067
1.294987641,52.13452503,4ZW069,2017/05/25,C,L6,D30,1966,46.92,10038224
1.290742644,52.1332228,4ZW070,2020/04/02,C,L6,D,1966,47.43,10023848
1.285431937,52.13158983,4ZW071,2017/05/25,C,L6,D,1966,46.38,10035791
1.280350943,52.13006743,4ZW072,2017/05/25,C,L6,D,1966,47.27,10019451
1.275433345,52.12857624,4ZW073,2017/05/25,C,L6,D,1966,50.25,10018780
1.270290073,52.12699218,4ZW074,2017/05/25,C,L6,D30,1966,51.33,10023847
1.266149327,52.12552402,4ZW075,2017/05/25,C,L6,D,1966,51.1,10023846
1.261591336,52.12394136,4ZW076,2017/05/25,C,L6,D,1966,48.29,10034706
1.256794449,52.12228418,4ZW077,2017/05/25,C,L6,D,1966,41.76,10038926
1.252856043,52.12087929,4ZW078,2020/04/02,C,L6,D,1966,37.74,10035790
1.246985353,52.1188146,4ZW079,2020/04/08,C,L6,D,1966,26.24,10032874
1.242910883,52.11742346,4ZW080,2017/05/25,C,L6,D,1966,27.56,10038925
1.238628746,52.11587665,4ZW081,2020/10/19,C,L6,D,1966,38.83,10023845
1.234589078,52.11445473,4ZW082,2020/10/16,C,L6,D,1966,40.22,10023844
1.229943273,52.11285989,4ZW083,2017/05/25,C,L6,D,1966,36.69,10023843
1.225954297,52.11143123,4ZW084,2017/05/25,C,L6,D,1966,36.78,10034226
1.220918537,52.10966233,4ZW085,2017/05/25,C,L6,D,1966,40.74,10023842
1.216198992,52.10801948,4ZW086,2017/05/25,C,L6,D30,1966,41.46,10033678
1.211252458,52.10707517,4ZW087,2017/05/25,C,L6,D,1966,46.48,10020528
1.205732428,52.1060743,4ZW088,2017/05/25,C,L6,D,1966,49.44,10023841
1.200126455,52.10509349,4ZW089,2017/05/25,C,L6,D,1966,51.66,10023840
1.195245279,52.10423661,4ZW090,2017/05/25,C,L6,D,1966,44.03,10019077
1.189135177,52.10314294,4ZW091,2017/05/25,C,L6,D30,1966,25.68,10023839
1.184299923,52.10210445,4ZW092,2017/05/25,C,L6,D,1966,35.62,10038512
1.179490762,52.10106209,4ZW093,2020/04/02,C,L6,D,1966,51.35,10034705
1.174599594,52.10000971,4ZW094,2017/05/25,C,L6,D,1966,56.05,10040681
1.169248447,52.09889458,4ZW095,2017/05/25,C,L6,D,1966,52.12,10020835
1.164345255,52.09782524,4ZW096,2020/04/02,C,L6,D,1966,47.29,10034227
1.159741305,52.09682952,4ZW097,2017/05/25,C,L6,D,1966,40.44,10038924
1.154772836,52.09574853,4ZW098,2017/05/25,C,L6,D,1966,37.12,10023838
1.150281773,52.09480747,4ZW099,2017/05/25,C,L6,D,1966,33.59,10023837
1.144823921,52.09361325,4ZW100,2017/05/25,C,L6,D30,1966,24.01,10034910
1.140463152,52.09265036,4ZW101,2017/05/25,C,L6,D,1966,25.11,10032873
1.135861618,52.09164972,4ZW102,2020/04/02,C,L6,D,1966,19.11,10023836
1.129926788,52.09032375,4ZW103,2020/04/02,C,L6,D,1966,28.15,10023835
1.125094505,52.08924295,4ZW104,2020/04/02,C,L6,D,1966,29,10034228
1.11924591,52.08793617,4ZW105,2020/04/02,C,L6,D,1966,42.81,10023834
1.114132082,52.08679202,4ZW106,2020/04/02,C,L6,D30,1966,45.19,10023833
1.109419199,52.08572145,4ZW107,2017/05/25,C,L6,D,1966,42.28,10038280
1.104840722,52.08471463,4ZW108,2020/04/02,C,L6,D30,1966,14.83,10023832
1.099508025,52.0850143,4ZW109,2020/04/02,C,L6,D,1966,9.17,10023831
1.094184644,52.08531337,4ZW110,2020/04/02,C,L6,D,1966,10.29,10032872
1.088434884,52.08563753,4ZW111,2020/04/02,C,L6,D,1966,12.48,10035789
1.082847402,52.08595148,4ZW112,2020/04/02,C,L6,D,1966,24.9,10023830
1.076711688,52.08627731,4ZW113,2020/04/02,C,L6,D60,1966,29.22,10037245
1.073816726,52.08413282,4ZW114,2020/04/02,C,L6,D,1966,43.97,10023829
1.069770122,52.08109607,4ZW115,2020/04/02,C,L6,D,1966,42.59,10018719
1.066431978,52.07858994,4ZW116,2020/04/02,C,L6,D,1966,41.3,10032421
1.063648261,52.07647468,4ZW117,2020/04/02,C,L6,D60,1966,46.27,10023828
1.064024256,52.07369659,4ZW118,2020/04/02,C,L6,D30,1993,57.31,10023827
1.063742457,52.07189267,4ZW119,2020/04/02,C,L12,DT(0-40),1993,54.97,10023826
-1.711401033,52.53389028,4ZWW001,2017/05/25,C,L6,DT,1966,82.7,10038443
-1.707435701,52.53383566,4ZWW002,2017/05/25,C,L6,D30,1966,76.24,10028518
-1.703319278,52.53328601,4ZWW003,2020/04/02,C,L6,D60,1966,75.84,10028519
-1.700456162,52.53044706,4ZWW004,2017/05/25,C,L6,D,1966,78.21,10040290
-1.697688529,52.52776103,4ZWW005,2017/05/25,C,L6,D30,1966,81.59,10036459
-1.695209788,52.52597469,4ZWW006,2017/05/25,C,L6,D30,1966,77.51,10039630
-1.694341088,52.52371596,4ZWW007,2017/05/25,C,L6,D30,1966,77.74,10028520
-1.692868032,52.52148263,4ZWW008,2017/05/25,C,L6,D30,1966,82.24,10020423
-1.691888873,52.51831283,4ZWW009,2020/04/27,C,L6,D60,1966,70.51,10028521
-1.688659548,52.51637433,4ZWW010,2017/05/25,C,L6,D,1966,70.65,10020969
-1.685357967,52.51439683,4ZWW011,2017/05/25,C,L6,D,1966,73.2,10037283
-1.681675135,52.51220245,4ZWW012,2017/05/25,C,L6,D,1966,76,10028522
-1.67761103,52.50980914,4ZWW013,2017/05/25,C,L6,D,1966,80.46,10020661
-1.674046431,52.50766879,4ZWW014,2017/05/25,C,L6,D,1966,83.38,10028523
-1.669836774,52.50514895,4ZWW015,2017/05/25,C,L6,D60,1966,78.57,10028524
-1.664258112,52.50448607,4ZWW016,2017/05/25,C,L6,D,1966,77.2,10035327
-1.659121233,52.50386913,4ZWW017,2017/05/25,C,L6,D,1966,78.37,10028525
-1.655351818,52.50345529,4ZWW018,2020/06/01,C,L6,D,1966,82.26,10036460
-1.651513487,52.50301058,4ZWW019,2020/04/02,C,L6,D,1966,88.37,10028526
-1.646860729,52.50243985,4ZWW020,2017/05/25,C,L6,D,1966,104.37,10028527
-1.641724269,52.50184007,4ZWW021,2017/05/25,C,L6,D,1966,123.74,10037647
-1.636102285,52.50118462,4ZWW022,2017/05/25,C,L6,D30,1966,118.51,10037018
-1.630028254,52.50000602,4ZWW023,2017/05/25,C,L6,D,1966,123.41,10028528
-1.625616132,52.49917401,4ZWW024,2017/05/25,C,L6,D,1966,117.54,10033295
-1.620131472,52.49813778,4ZWW025,2017/05/25,C,L6,D,1966,105.7,10028529
-1.615498546,52.49723558,4ZWW026,2017/05/25,C,L6,D,1966,105.56,10028530
-1.609734186,52.49613787,4ZWW027,2017/05/25,C,L6,D,1966,105.46,10028531
-1.604543632,52.49514069,4ZWW028,2017/05/25,C,L6,D,1966,104.27,10038444
-1.59986772,52.49426191,4ZWW029,2017/05/25,C,L6,D,1966,104.43,10028532
-1.594957047,52.49330126,4ZWW030,2017/05/25,C,L6,D,1966,119.8,10036461
-1.590605068,52.49246821,4ZWW031,2017/05/25,C,L6,D30,1966,109.21,10028533
-1.585206301,52.49176621,4ZWW032,2017/05/25,C,L6,D,1966,138.94,10028534
-1.580661269,52.49112994,4ZWW033,2017/05/25,C,L6,D,1966,144.23,10040925
-1.574100907,52.49022993,4ZWW034,2017/05/25,C,L6,D,1966,140.29,10033296
-1.569142035,52.48958418,4ZWW035,2020/10/27,C,L6,D30,1966,151.26,10039631
-1.565789624,52.48827436,4ZWW036,2020/10/27,C,L6,D,1966,142.05,10028535
-1.560283204,52.48611171,4ZWW037,2017/05/25,C,L6,D60,1966,137.09,10028536
-1.554592837,52.48670182,4ZWW038,2017/05/25,C,L6,D30,1966,131.8,10037648
-1.548345021,52.48562638,4ZWW039,2017/05/25,C,L6,D,1966,129.2,10020424
-1.543391055,52.48478035,4ZWW040,2017/05/25,C,L6,D,1966,129.69,10028537
-1.537981751,52.48384244,4ZWW041,2017/05/25,C,L6,D30,1966,138.88,10028538
-1.534350352,52.48189539,4ZWW042,2017/05/25,C,L6,D,1966,125.62,10036462
-1.530953323,52.48010199,4ZWW043,2017/05/25,C,L6,D,1966,132.9,10028539
-1.527644523,52.4783448,4ZWW044,2017/05/25,C,L6,D,1966,132.61,10020425
-1.523867498,52.4763429,4ZWW045,2017/05/25,C,L6,D,1966,130.26,10036463
-1.520266695,52.47441352,4ZWW046,2017/05/25,C,L6,D30,1966,129.29,10028540
-1.515770973,52.47357717,4ZWW047,2017/05/25,C,L6,D,1966,123.34,10028541
-1.511143548,52.47268616,4ZWW048,2017/05/25,C,L6,D,1966,118.92,10028542
-1.507573666,52.47202411,4ZWW049,2017/05/25,C,L6,D,1966,117.3,10028543
-1.502850857,52.47114536,4ZWW050,2020/04/27,C,L6,D60,1966,111.39,10028544
-1.499235442,52.46866288,4ZWW051,2017/05/25,C,L6,D,1966,106.48,10039632
-1.495963796,52.4664105,4ZWW052,2017/05/25,C,L6,D,1966,96.83,10020426
-1.49223963,52.46385942,4ZWW053,2017/05/25,C,L6,D30,1966,99.93,10040483
-1.489222279,52.46258787,4ZWW054,2017/05/25,C,L6,D,1966,105.96,10020970
-1.484813055,52.46078878,4ZWW055,2017/05/25,C,L6,D,1966,99.47,10033297
-1.481414588,52.4594165,4ZWW056,2017/05/25,C,L6,D,1966,97.96,10028545
-1.477899245,52.45798967,4ZWW057,2017/05/25,C,L6,D,1966,92.19,10028546
-1.474149856,52.45646282,4ZWW058,2017/05/25,C,L6,D60,1966,92.87,10020427
-1.469364545,52.45666633,4ZWW059,2017/05/25,C,L6,D30,1966,95.12,10040761
-1.463525409,52.45723542,4ZWW060,2017/05/25,C,L6,DJT,2003,94.32,10034678
1.61534219,52.21551478,4ZX001A,2018/09/10,C,L6,DT(0-40),1992,3.79,10023949
1.61531111,52.21554416,4ZX001B,2020/04/02,C,L6,D30,1992,3.37,10023950
1.613030309,52.21066549,4ZX001C,2018/09/10,C,L6,DT,1965,1.55,10020529
1.612694388,52.20775762,4ZX002,2020/04/08,C,L6,D60,1964,8.82,10023948
1.608631878,52.2053581,4ZX003,2017/05/25,C,L6,D,1964,8.21,10035804
1.604969199,52.20315832,4ZX004,2017/05/25,C,L6,D,1964,11.52,10019549
1.60086089,52.2006932,4ZX005,2017/05/25,C,L6,D,1964,12.09,10023947
1.597597896,52.19874326,4ZX006,2020/04/08,C,L6,D60,1964,15.69,10032882
1.591762128,52.19809596,4ZX007,2020/10/06,C,L6,D,1964,17.78,10038188
1.585974275,52.19746829,4ZX008,2020/10/06,C,L6,D,1964,19.22,10023946
1.580086668,52.19684621,4ZX009,2017/05/25,C,L6,D,1964,16.16,10023945
1.574863184,52.19628082,4ZX010,2020/04/02,C,L6,D,1964,12.56,10023944
1.571197807,52.19588345,4ZX011,2017/05/25,C,L6,D,1964,15.61,10023943
1.567515709,52.19548776,4ZX012,2020/04/08,C,L6,D30,1964,12.19,10023942
1.561526464,52.19624864,4ZX013,2020/04/08,C,L6,D,1964,18.34,10023941
1.556151155,52.19692302,4ZX014,2020/10/06,C,L6,D,1964,17.27,10023940
1.551160359,52.19754102,4ZX015,2017/05/25,C,L6,D,1964,8.37,10019550
1.547023493,52.19807915,4ZX016,2020/04/02,C,L6,D,1964,16.5,10037068
1.541913225,52.19869165,4ZX017,2017/05/25,C,L6,D,1964,22.2,10035803
1.537967323,52.19922192,4ZX018,2020/10/16,C,L6,D,1964,23.17,10037447
1.533152211,52.19981371,4ZX019,2020/04/02,C,L6,D60,1964,22.72,10023939
1.528287945,52.19798481,4ZX020,2017/05/25,C,L6,D,1964,16.94,10034711
1.52382896,52.19632585,4ZX021,2020/04/02,C,L6,D,1964,16.2,10040439
1.519012542,52.19452925,4ZX022,2017/05/25,C,L6,D,1964,21.27,10035802
1.514145304,52.19268215,4ZX023,2020/04/02,C,L6,D,1964,20.3,10023938
1.509072659,52.19079596,4ZX024,2017/05/25,C,L6,D,1964,22.75,10023937
1.50422743,52.18892528,4ZX025,2017/05/25,C,L6,D,1964,22.57,10020838
1.499747122,52.18722346,4ZX026,2017/05/25,C,L6,D,1964,21.83,10023936
1.496419019,52.18602696,4ZX027,2017/05/25,C,L6,D30,1964,20.37,10019114
1.493066964,52.18418157,4ZX028,2020/04/02,C,L6,D,1964,15.38,10023935
1.488805194,52.18186304,4ZX029,2017/05/25,C,L6,D,1964,10.78,10038936
1.48486252,52.17972195,4ZX030,2017/05/25,C,L6,D,1964,6.63,10023934
1.481391676,52.17780965,4ZX031,2017/05/25,C,L6,D,1964,1.67,10023933
1.477294639,52.17555593,4ZX032,2017/05/25,C,L6,D,1964,6.86,10023932
1.473516455,52.17347083,4ZX033,2020/04/02,C,L6,D,1964,0.79,10023931
1.469120587,52.17110147,4ZX034,2017/05/25,C,L6,D,1964,1.92,10037246
1.465780971,52.16922959,4ZX035,2020/04/02,C,L6,D30,1964,1.97,10037001
1.460870726,52.16828571,4ZX036,2017/05/25,C,L6,D,1964,2.05,10034710
1.454986506,52.16711979,4ZX037,2020/04/08,C,L6,D,1964,7.91,10035801
1.449807712,52.16610702,4ZX038,2020/04/02,C,L6,D,1964,13.3,10023930
1.443790733,52.1649451,4ZX039,2017/05/25,C,L6,D,1964,18.6,10038464
1.438593629,52.16393648,4ZX040,2017/05/25,C,L6,D,1964,18.68,10023929
1.433496829,52.16289774,4ZX041,2017/05/25,C,L6,D,1964,23.44,10023928
1.427629011,52.1617193,4ZX042,2017/05/25,C,L6,D,1964,25.3,10023927
1.422375634,52.16072962,4ZX043,2017/05/25,C,L6,D,1964,22.22,10023926
1.41780336,52.15984589,4ZX044,2017/05/25,C,L6,D,1964,12.15,10032881
1.413156243,52.15893716,4ZX045,2017/05/25,C,L6,D,1964,10.66,10023925
1.408095087,52.15794163,4ZX046,2020/04/02,C,L6,D,1964,18.87,10023924
1.402843557,52.15690975,4ZX047,2020/04/02,C,L6,D30,1964,21.01,10018989
1.398597197,52.15480657,4ZX048,2017/05/25,C,L6,D,1964,21.71,10023923
1.394068705,52.15256249,4ZX049,2017/05/25,C,L6,D,1964,25.03,10023922
1.389749039,52.15046724,4ZX050,2020/04/02,C,L6,D,1964,22.72,10040682
1.385139325,52.14819609,4ZX051,2017/05/25,C,L6,D30,1964,21.62,10032601
1.380421925,52.1463347,4ZX052,2017/05/25,C,L6,D,1964,8.53,10023921
1.376193471,52.14474695,4ZX053,2017/05/25,C,L6,D,1964,9.38,10019551
1.3722133,52.14315194,4ZX054,2017/05/25,C,L6,D,1965,24.36,10019102
1.368191002,52.141576,4ZX055,2017/05/25,C,L6,D,1965,28.68,10023920
1.364474931,52.14018006,4ZX056,2017/05/25,C,L6,D30,1959,27.21,10023919
1.358777841,52.13964998,4ZX057,2017/05/25,C,L6,D,1959,29.97,10023918
1.352893275,52.13915195,4ZX058,2017/05/25,C,L6,D,1959,28.12,10023917
1.347186558,52.13868455,4ZX059,2017/05/25,C,L6,D,1959,27.55,10023916
1.341359382,52.13816708,4ZX060,2020/04/02,C,L6,D,1959,17.66,10023915
1.335609631,52.13767204,4ZX061,2020/10/16,C,L6,D30,1959,23.37,10023914
1.32984693,52.13726893,4ZX062,2017/05/25,C,L6,D,1959,31.57,10018801
1.325111875,52.13696502,4ZX063,2020/04/02,C,L6,D,1959,35.62,10035800
1.319049245,52.13655667,4ZX064,2020/04/02,C,L6,D,1959,27.84,10023913
1.313953789,52.13622384,4ZX065,2017/05/25,C,L6,D,1959,39.8,10035037
1.308731681,52.13586141,4ZX066,2020/04/02,C,L6,D,1959,43.31,10023912
1.303861285,52.13553581,4ZX067,2017/05/25,C,L6,D,1959,40.59,10035195
1.299086966,52.13521085,4ZX068,2017/05/25,C,L6,D,1959,40.19,10023911
1.294798684,52.13493506,4ZX069,2017/05/25,C,L6,D30,1959,47.02,10023910
1.290358742,52.13359303,4ZX070,2017/05/25,C,L6,D,1959,47.74,10023909
1.285152087,52.13195741,4ZX071,2017/05/25,C,L6,D,1959,46.91,10023908
1.280039911,52.13040887,4ZX072,2017/05/25,C,L6,D,1965,47.38,10023907
1.275050681,52.12893765,4ZX073,2017/05/25,C,L6,D,1965,49.61,10023906
1.26996703,52.12736991,4ZX074,2017/05/25,C,L6,D30,1965,51.84,10032562
1.265678454,52.12587885,4ZX075,2017/05/25,C,L6,D,1965,51.03,10040226
1.261343779,52.12435295,4ZX076,2017/05/25,C,L6,D,1965,47.16,10034229
1.256411029,52.12263656,4ZX077,2017/05/25,C,L6,D,1965,42.81,10023905
1.25254082,52.12124369,4ZX078,2020/04/08,C,L6,D,1965,34.83,10034709
1.246573888,52.11917539,4ZX079,2017/05/25,C,L6,D,1965,26.98,10023904
1.242586372,52.11778316,4ZX080,2017/05/25,C,L6,D,1965,28.97,10020383
1.238222885,52.11623925,4ZX081,2017/05/25,C,L6,D,1965,38.93,10033681
1.234217415,52.11479937,4ZX082,2020/10/16,C,L6,D,1965,42.33,10035799
1.229543841,52.11319463,4ZX083,2017/05/25,C,L6,D,1965,38.6,10023903
1.225643618,52.11178152,4ZX084,2017/05/25,C,L6,D,1965,39.28,10038935
1.220651565,52.1100114,4ZX085,2017/05/25,C,L6,D,1965,42.27,10034230
1.215990952,52.10837593,4ZX086,2017/05/25,C,L6,D30,1965,43.25,10023902
1.21109173,52.10750716,4ZX087,2020/04/02,C,L6,D,1965,45.53,10023901
1.205559264,52.10651073,4ZX088,2017/05/25,C,L6,D,1965,49.34,10023900
1.199953883,52.10553889,4ZX089,2017/05/25,C,L6,D,1965,51.53,10023899
1.195139998,52.1046383,4ZX090,2020/04/02,C,L6,D,1965,40.25,10023898
1.188971952,52.10351611,4ZX091,2017/05/25,C,L6,D30,1965,28.1,10023897
1.184064417,52.10248856,4ZX092,2017/05/25,C,L6,D,1965,38.46,10034708
1.17926148,52.10145345,4ZX093,2020/04/02,C,L6,D,1965,51.57,10034231
1.174395715,52.10042893,4ZX094,2017/05/25,C,L6,D,1965,55.49,10032880
1.169041974,52.09927788,4ZX095,2017/05/25,C,L6,D,1965,51.89,10035798
1.164060492,52.09822454,4ZX096,2017/05/25,C,L6,D,1965,46.1,10023896
1.159478348,52.09724131,4ZX097,2017/05/25,C,L6,D,1965,39.19,10018720
1.154539622,52.09616851,4ZX098,2017/05/25,C,L6,D,1965,38.31,10023895
1.149958536,52.09519387,4ZX099,2017/05/25,C,L6,D,1965,34.36,10023894
1.144620402,52.09404141,4ZX100,2017/05/25,C,L6,D30,1965,23.64,10019103
1.140229185,52.09306134,4ZX101,2017/05/25,C,L6,D,1965,26.82,10023893
1.135572023,52.09203423,4ZX102,2017/05/25,C,L6,D,1965,22.1,10019552
1.129692737,52.09069898,4ZX103,2020/10/06,C,L6,D,1965,24.78,10034232
1.124878105,52.08963279,4ZX104,2020/10/16,C,L6,D,1965,28.21,10038934
1.11903882,52.08832692,4ZX105,2020/04/02,C,L6,D,1965,43.69,10032879
1.114479421,52.08731459,4ZX106,2017/05/25,C,L6,D30,1965,45.76,10034233
1.111718819,52.08666804,4ZX106A,2017/05/25,C,L6,D,1965,44.39,10023892
1.1091825,52.08609645,4ZX107,2017/05/25,C,L6,D,1965,41.82,10023891
1.104769735,52.08513396,4ZX108,2020/04/02,C,L6,D30,1965,14.85,10023890
1.099446295,52.08543316,4ZX109,2020/04/02,C,L6,D,1965,9.36,10023889
1.094246392,52.08572518,4ZX110,2020/04/02,C,L6,D,1965,9.96,10018956
1.087795461,52.08608904,4ZX111,2020/04/02,C,L6,D,1965,11.4,10018802
1.082749377,52.08637207,4ZX112,2020/04/02,C,L6,D,1965,22.8,10035797
1.076418333,52.08670685,4ZX113,2020/04/08,C,L6,D60,1965,25.82,10034234
1.07330812,52.08439079,4ZX114,2020/10/06,C,L6,D,1965,44.13,10038297
1.069256774,52.08136644,4ZX115,2020/04/02,C,L6,D,1965,45.11,10038933
1.065951292,52.07888907,4ZX116,2020/04/02,C,L6,D,1965,40.32,10038932
1.062963201,52.07662457,4ZX117,2020/04/02,C,L6,D60,1965,48.29,10023888
1.063254309,52.07411707,4ZX118,2020/04/02,C,L6,D30,1992,56.56,10019104
1.063008086,52.07221655,4ZX119,2020/04/02,C,L6,DT(0-40),1992,54.99,10023887
1.061579124,52.07232352,4ZX120,2017/05/25,C,,DJT,1968,56.37,10032211
-2.218065894,55.66298592,4ZY212,2017/05/25,C,L8,DT,1966,,10026707
-2.21452953,55.66159049,4ZY213,2017/05/25,C,L8,D,1966,,10026706
-2.211056991,55.66019484,4ZY214,2017/05/25,C,L6,D60,1966,38.22,10033132
-2.211498803,55.65665398,4ZY215,2017/05/25,C,L6,D,1966,45.34,10039346
-2.211911622,55.65364326,4ZY216,2017/05/25,C,L6,D30,1966,46.6,10026705
-2.209783315,55.6508885,4ZY217,2017/05/25,C,L6,D,1966,55.07,10026704
-2.207191616,55.64758637,4ZY218,2017/05/25,C,L6,D,1966,44.27,10039345
-2.20530747,55.64517125,4ZY219,2020/10/29,C,L6,D30,1966,38.77,10020917
-2.205367205,55.64175156,4ZY220,2020/04/02,C,L6,D,1966,51.6,10026703
-2.205396589,55.63824598,4ZY221,2020/04/02,C,L6,D60,1966,52.33,10036199
-2.202800421,55.63607829,4ZY222,2020/10/19,C,L6,D,1966,42.1,10026702
-2.199654683,55.63349168,4ZY223,2020/10/29,C,L6,D,1966,48.09,10026701
-2.196127307,55.63060459,4ZY224,2017/05/25,C,L6,D30,1966,52.22,10032503
-2.191824723,55.62765524,4ZY225,2017/05/25,C,L6,D,1966,57.94,10026700
-2.18807999,55.62500141,4ZY226,2017/05/25,C,L6,D,1966,77.58,10026699
-2.184622755,55.62259862,4ZY227,2017/05/25,C,L6,D,1966,82.05,10026698
-2.180321565,55.619577,4ZY228,2017/05/25,C,L6,D30,1966,126.23,10035099
-2.178264357,55.61750022,4ZY229,2020/04/02,C,L6,D,1966,144.56,10026697
-2.175121794,55.61429227,4ZY230,2017/05/25,C,L6,D,1966,155.03,10026696
-2.173080615,55.61223758,4ZY231,2017/05/25,C,L6,D,1966,155.75,10036198
-2.1699638,55.60911111,4ZY232,2020/04/02,C,L6,D60,1966,147.3,10026695
-2.165273997,55.60893414,4ZY233,2020/04/02,C,L6,D,1966,148.74,10040261
-2.161586912,55.60881031,4ZY234,2020/04/02,C,L6,D,1966,140.58,10026694
-2.154638048,55.608579,4ZY235,2020/04/02,C,L6,D,1966,116.29,10038255
-2.149761898,55.60842265,4ZY236,2017/05/25,C,L6,D30,1966,117.64,10026693
-2.143126907,55.6078985,4ZY237,2020/04/02,C,L6,D,1966,111.42,10039344
-2.137101864,55.60742745,4ZY238,2020/04/02,C,L6,D,1966,98.8,10026692
-2.130498635,55.60691104,4ZY239,2020/04/02,C,L6,D30,1966,74.86,10020085
-2.124734845,55.60674196,4ZY240,2020/04/02,C,L6,D,1966,65.2,10026691
-2.117765456,55.6065385,4ZY241,2020/04/02,C,L6,D,1966,61.94,10026690
-2.112106913,55.60637259,4ZY242,2020/04/02,C,L6,D,1966,54.72,10040734
-2.10601422,55.60619322,4ZY243,2020/04/02,C,L6,D,1966,37.85,10037103
-2.099354518,55.60599655,4ZY244,2020/04/02,C,L6,D,1966,32.54,10026689
-2.094233115,55.60584534,4ZY245,2020/04/02,C,L6,D,1966,38.22,10026688
-2.088945423,55.60568001,4ZY246,2020/04/02,C,L6,D60,1966,39.75,10035077
-2.084574727,55.60351541,4ZY247,2020/04/02,C,L6,D,1966,41.66,10026687
-2.079652583,55.60106867,4ZY248,2020/04/02,C,L6,D,1966,42.91,10036197
-2.075065231,55.59878637,4ZY249,2020/04/02,C,L6,D,1966,41.01,10026686
-2.070499817,55.59651462,4ZY250,2020/04/02,C,L6,D,1966,37.95,10026685
-2.065675768,55.59411343,4ZY251,2020/04/02,C,L6,D30,1966,33.29,10026684
-2.060715307,55.59164405,4ZY252,2020/04/02,C,L6,D,1966,34.07,10038382
-2.056638072,55.58961423,4ZY253,2020/04/02,C,L6,D,1966,33.73,10038523
-2.052578198,55.58759215,4ZY254,2020/04/02,C,L6,D,1966,33.46,10026683
-2.048292472,55.5854588,4ZY255,2020/04/02,C,L6,D,1966,33.84,10026682
-2.043853606,55.58324665,4ZY256,2020/04/02,C,L6,D,1966,34.56,10020606
-2.039875248,55.58126372,4ZY257,2020/04/02,C,L6,D30,1966,34.49,10026681
-2.037648618,55.57780113,4ZY258,2020/04/02,C,L6,D,1966,34.06,10034681
-2.035650132,55.57464408,4ZY259,2017/05/25,C,L6,D,1966,34.56,10026680
-2.033677774,55.57162766,4ZY260,2020/10/19,C,L6,D30,1966,34.48,10036196
-2.029204539,55.56893566,4ZY261,2020/04/02,C,L6,D,1966,36,10026679
-2.024945559,55.56637157,4ZY262,2020/04/02,C,L6,D,1966,36.84,10039343
-2.020482728,55.56370365,4ZY263,2017/05/25,C,L6,D,1966,37.46,10037554
-2.016214613,55.5611159,4ZY264,2020/04/02,C,L6,D,1966,38.44,10040260
-2.011760881,55.5584485,4ZY265,2017/05/25,C,L6,D,1966,41.11,10026678
-2.007527656,55.55588807,4ZY266,2017/05/25,C,L6,D,1966,42.8,10026677
-2.003057209,55.55319273,4ZY267,2017/05/25,C,L6,D60,1966,44.98,10026676
-2.002914315,55.54953577,4ZY268,2017/05/25,C,L6,D,1966,49.25,10026675
-2.002771472,55.54628314,4ZY269,2017/05/25,C,L6,D,1966,53.15,10026674
-2.002644513,55.54326412,4ZY270,2017/05/25,C,L6,D,1966,56.06,10020086
-2.002501722,55.54008337,4ZY271,2017/05/25,C,L6,D,1966,59.66,10026673
-2.002454037,55.53717217,4ZY272,2017/05/25,C,L6,D60,1966,63.52,10034105
-2.006178623,55.53436652,4ZY273,2020/04/02,C,L6,D,1966,66.25,10033131
-2.010121349,55.53147514,4ZY274,2017/05/25,C,L6,D60,1966,83.39,10018904
-2.008409726,55.52820466,4ZY275,2017/05/25,C,L6,D,1966,98.71,10036195
